PeakID (cmd=annotatePeaks.pl PPARg_exPPARg_RIPA_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr9-23	chr9	7509909	7510082	+	43.0	0.000	3' UTR (NM_019471, exon 10 of 10)	3' UTR (NM_019471, exon 10 of 10)	7653	NM_019471	17384	Mm.14126	NM_019471	ENSMUSG00000047562	Mmp10	AV377895|MMP-10|SL-2	matrix metallopeptidase 10	protein-coding
chr3-14	chr3	100142105	100142278	+	43.0	0.000	intron (NM_175552, intron 23 of 26)	intron (NM_175552, intron 23 of 26)	20212	NM_175552	269470	Mm.24591	NM_175552	ENSMUSG00000033285	Wdr3	AW546279|D030020G18Rik	WD repeat domain 3	protein-coding
chr4-7	chr4	47095614	47095787	+	42.0	0.000	intron (NM_172693, intron 1 of 9)	intron (NM_172693, intron 1 of 9)	3747	NM_172693	230145	Mm.132246	NM_172693	ENSMUSG00000039774	Galnt12	9130206E10|A630062B03Rik	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12	protein-coding
chr17-16	chr17	50570943	50571116	+	42.0	0.000	intron (NM_013880, intron 1 of 5)	URR1B|DNA|hAT-Charlie	61482	NM_013880	224860	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding
chr5-4	chr5	29735625	29735798	+	42.0	0.000	promoter-TSS (NM_001037940)	promoter-TSS (NM_001037940)	-187	NM_011847	23950	Mm.290110	NM_011847	ENSMUSG00000029131	Dnajb6	Mrj|mDj4	DnaJ (Hsp40) homolog, subfamily B, member 6	protein-coding
chr5-7	chr5	63049436	63049609	+	42.0	0.000	Intergenic	Intergenic	235699	NM_001170705	100322896	Mm.479821	NM_001170705	ENSMUSG00000090326	Dthd1	Gm17384	death domain containing 1	protein-coding
chr11-32	chr11	75537976	75538149	+	42.0	0.000	intron (NM_001199284, intron 2 of 13)	intron (NM_001199284, intron 2 of 13)	5950	NM_001199283	215113	Mm.11186	NM_173388	ENSMUSG00000038178	Slc43a2	7630402D21Rik|BC042513|Lat4	solute carrier family 43, member 2	protein-coding
chr6-8	chr6	134217890	134218063	+	41.1	0.000	intron (NM_007961, intron 2 of 7)	intron (NM_007961, intron 2 of 7)	-178353	NM_025778	66813	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding
chr1-6	chr1	60188525	60188698	+	41.1	0.000	intron (NM_173444, intron 2 of 54)	intron (NM_173444, intron 2 of 54)	8012	NM_173444	269198	Mm.205224	NM_173444		Nbeal1	2310076G13Rik|A530050O19Rik|A530083I02Rik|AI662228|ALS2CR17	neurobeachin like 1	protein-coding
chr19-7	chr19	23612204	23612377	+	41.1	0.000	intron (NM_026188, intron 2 of 5)	RLTR24|LTR|ERV1	40522	NM_026188	67483	Mm.443287	NM_026188	ENSMUSG00000033053	1700028P14Rik	AV209940	RIKEN cDNA 1700028P14 gene	protein-coding
chr16-18	chr16	36684788	36684961	+	41.1	0.000	Intergenic	Intergenic	-9104	NM_001285791	106347	Mm.17807	NM_134109	ENSMUSG00000022900	Ildr1	AU041483|AU044638	immunoglobulin-like domain containing receptor 1	protein-coding
chr8-6	chr8	81568813	81568986	+	41.1	0.000	intron (NM_001297596, intron 2 of 24)	intron (NM_001297596, intron 2 of 24)	226337	NM_001297593	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
chr15-11	chr15	83403668	83403841	+	41.1	0.000	intron (NM_001159509, intron 1 of 10)	intron (NM_001159509, intron 1 of 10)	29096	NM_001159510	23970	Mm.23978	NM_011862	ENSMUSG00000016664	Pacsin2	AI197433	protein kinase C and casein kinase substrate in neurons 2	protein-coding
chr16-3	chr16	46011024	46011197	+	41.1	0.000	promoter-TSS (NM_001134480)	promoter-TSS (NM_001134480)	-697	NM_001134480	433022	Mm.380993	NM_001134480	ENSMUSG00000087141	Plcxd2	AW494639|EG433022	phosphatidylinositol-specific phospholipase C, X domain containing 2	protein-coding
chr2-9	chr2	157147920	157148093	+	41.1	0.000	intron (NM_011249, intron 21 of 21)	(TG)n|Simple_repeat|Simple_repeat	-12784	NM_018851	56045	Mm.248478	NM_018851	ENSMUSG00000027639	Samhd1	E330031J07Rik|Mg11	SAM domain and HD domain, 1	protein-coding
chr16-6	chr16	33698406	33698579	+	41.1	0.000	intron (NM_175256, intron 1 of 14)	L1MB4|LINE|L1	14026	NM_175256	77446	Mm.245741	NM_172934	ENSMUSG00000075254	Heg1	4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629|OTTMUSG00000027315	HEG homolog 1 (zebrafish)	protein-coding
chr6-5	chr6	83879832	83880005	+	40.1	0.000	Intergenic	Intergenic	-34435	NM_001166371	18139	Mm.132392	NM_008717	ENSMUSG00000030016	Zfp638	AI323587|Np220|Zfml|Znf638|mNP220	zinc finger protein 638	protein-coding
chr6-7	chr6	29246782	29246955	+	40.1	0.000	Intergenic	Intergenic	-25620	NM_001190461	69573	Mm.45161	NM_023516	ENSMUSG00000043421	Hilpda	2310016C08Rik|AW049004|Hig2	hypoxia inducible lipid droplet associated	protein-coding
chrY-2	chrY	259089	259262	+	40.1	0.000	Intergenic	RMER12C|LTR|ERVK	538234	NM_009570	22767	Mm.4324	NM_009570	ENSMUSG00000053211	Zfy1	Zfy-1	zinc finger protein 1, Y-linked	protein-coding
chr9-26	chr9	14995681	14995854	+	40.1	0.000	Intergenic	Intergenic	49711	NM_019482	55991	Mm.142253	NM_019482		Panx1	AI847747	pannexin 1	protein-coding
chr7-5	chr7	100699936	100700109	+	40.1	0.000	Intergenic	Intergenic	-6680	NM_178764	319604	Mm.260362	NM_178764	ENSMUSG00000029461	Fam168a	2610030B18Rik|B930006L02Rik|mKIAA0280	family with sequence similarity 168, member A	protein-coding
chr1-12	chr1	176818988	176819161	+	40.1	0.000	intron (NM_029756, intron 1 of 17)	intron (NM_029756, intron 1 of 17)	4414	NM_029756	76816	Mm.171399	NM_029756	ENSMUSG00000026504	Sdccag8	2700048G21Rik|5730470G24Rik|Cccap	serologically defined colon cancer antigen 8	protein-coding
chr15-20	chr15	27612822	27612995	+	40.1	0.000	intron (NM_001013792, intron 4 of 6)	intron (NM_001013792, intron 4 of 6)	17785	NM_001013792	432940	Mm.309164	NM_001013792	ENSMUSG00000046034	Otulin	C79097|Fam105b|m3Sapc|m7-1Sapc	OTU deubiquitinase with linear linkage specificity	protein-coding
chr14-10	chr14	72753111	72753284	+	40.1	0.000	Intergenic	Intergenic	-43194	NM_207636	319448	Mm.205421	NM_207636	ENSMUSG00000033487	Fndc3a	1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys	fibronectin type III domain containing 3A	protein-coding
chr19-2	chr19	10880623	10880796	+	40.1	0.000	intron (NM_134142, intron 1 of 3)	intron (NM_134142, intron 1 of 3)	1034	NM_134142	68539	Mm.251890	NM_134142	ENSMUSG00000034659	Tmem109	1110006I15Rik|AA958958|C77652	transmembrane protein 109	protein-coding
chr2-12	chr2	84059202	84059375	+	40.1	0.000	Intergenic	Intergenic	-118062	NM_027964	71861	Mm.116957	NM_027964	ENSMUSG00000034552	Zswim2	1700025P14Rik|4933437F18Rik|MEX	zinc finger SWIM-type containing 2	protein-coding
chr11-8	chr11	98943601	98943774	+	40.1	0.000	intron (NM_001177303, intron 1 of 8)	intron (NM_001177303, intron 1 of 8)	3976	NM_001177303	19401	Mm.439744	NM_009024	ENSMUSG00000037992	Rara	Nr1b1|RAR|RARalpha1	retinoic acid receptor, alpha	protein-coding
chr5-6	chr5	107754870	107755043	+	40.1	0.000	intron (NM_007964, intron 17 of 17)	intron (NM_007964, intron 17 of 17)	-29151	NM_001267621	14581	Mm.2078	NM_010278	ENSMUSG00000029275	Gfi1	AW495828|Gfi-1|Pal-1|Pal1	growth factor independent 1	protein-coding
chr17-20	chr17	71090086	71090259	+	39.1	0.000	intron (NM_010867, intron 21 of 37)	intron (NM_010867, intron 21 of 37)	70615	NM_001083934	17929	Mm.4103	NM_010867	ENSMUSG00000024049	Myom1	D430047A17Rik	myomesin 1	protein-coding
chr3-16	chr3	65515892	65516065	+	39.1	0.000	Intergenic	Intergenic	-12469	NM_178892	99929	Mm.246398	NM_178892	ENSMUSG00000034640	Tiparp	ARTD14|AW558171|PARP7	TCDD-inducible poly(ADP-ribose) polymerase	protein-coding
chr9-36	chr9	77482520	77482693	+	39.1	0.000	intron (NM_172528, intron 2 of 13)	intron (NM_172528, intron 2 of 13)	61453	NM_172528	214345	Mm.28534	NM_172528	ENSMUSG00000032352	Lrrc1	A430093J20Rik|AU016091|D030059I21|mKIAA4018	leucine rich repeat containing 1	protein-coding
chr1-20	chr1	151468419	151468592	+	39.1	0.000	TTS (NM_011277)	TTS (NM_011277)	26112	NR_106150	102466847		NR_106150	ENSMUSG00000106406	Mir7682	mmu-mir-7682	microRNA 7682	ncRNA
chr5-10	chr5	53490371	53490544	+	39.1	0.000	Intergenic	Intergenic	-65322	NM_001080928	19664	Mm.209292	NM_009035	ENSMUSG00000039191	Rbpj	AI843960|CBF1|Igkjrb|Igkrsbp|RBP-J|RBP-J kappa|RBP-Jkappa|RBPjk|Rbpsuh	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
chr16-8	chr16	76679409	76679582	+	39.1	0.000	Intergenic	Intergenic	-306446	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
chr5-5	chr5	36724412	36724585	+	39.1	0.000	Intergenic	Intergenic	24181	NM_133724	117197	Mm.46744	NM_133724	ENSMUSG00000060708	Bloc1s4	2610101N07Rik|Blos4|Cno	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino	protein-coding
chr1-16	chr1	86407036	86407209	+	39.1	0.000	Intergenic	Intergenic	-18981	NM_010341	14767	Mm.389159	NM_010341	ENSMUSG00000026237	Nmur1	FM-3|Gpr66|NMU-R1|NMU1R|NmU-R	neuromedin U receptor 1	protein-coding
chr10-14	chr10	42908741	42908914	+	39.1	0.000	intron (NM_172938, intron 2 of 8)	intron (NM_172938, intron 2 of 8)	48315	NM_172938	268297	Mm.98731	NM_172938	ENSMUSG00000044770	Scml4	9330161D17|mFLJ00197	sex comb on midleg-like 4 (Drosophila)	protein-coding
chr9-47	chr9	7235492	7235665	+	39.1	0.000	Intergenic	Intergenic	-36936	NM_008607	17386	Mm.5022	NM_008607	ENSMUSG00000050578	Mmp13	Clg|MMP-13|Mmp1	matrix metallopeptidase 13	protein-coding
chr10-7	chr10	105572960	105573133	+	39.1	0.000	intron (NM_177368, intron 1 of 11)	intron (NM_177368, intron 1 of 11)	1433	NM_177368	278279	Mm.25225	NM_177368	ENSMUSG00000036019	Tmtc2	8430438D04Rik|D330034A10Rik	transmembrane and tetratricopeptide repeat containing 2	protein-coding
chr5-13	chr5	123419207	123419380	+	39.1	0.000	intron (NM_177582, intron 1 of 8)	URR1A|DNA|hAT-Charlie	24495	NM_177582	208104	Mm.83277	NM_133917	ENSMUSG00000038342	Mlxip	AW228700|Mir|bHLHe36	MLX interacting protein	protein-coding
chr10-3	chr10	89764919	89765092	+	39.1	0.000	intron (NM_029166, intron 1 of 20)	intron (NM_029166, intron 1 of 20)	20014	NM_029166	75089	Mm.268922	NM_029166	ENSMUSG00000019951	Uhrf1bp1l	2010319N22Rik|4930506D01Rik|AA589495|C80672|E030041M21Rik|mKIAA0701	UHRF1 (ICBP90) binding protein 1-like	protein-coding
chr3-10	chr3	96555294	96555467	+	39.1	0.000	TTS (NR_040409)	TTS (NR_040409)	-2577	NM_023719	56338	Mm.410189	NM_023719	ENSMUSG00000038393	Txnip	1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1	thioredoxin interacting protein	protein-coding
chr1-14	chr1	64549449	64549622	+	38.1	0.000	intron (NM_001037726, intron 1 of 6)	intron (NM_001037726, intron 1 of 6)	16731	NM_001037726	12912	Mm.422634	NM_009952	ENSMUSG00000025958	Creb1	2310001E10Rik|3526402H21Rik|AV083133|Creb|Creb-1	cAMP responsive element binding protein 1	protein-coding
chr2-30	chr2	148893208	148893381	+	38.1	0.000	Intergenic	Intergenic	-17826	NM_009976	13010	Mm.4263	NM_009976	ENSMUSG00000027447	Cst3	CysC	cystatin C	protein-coding
chr17-14	chr17	90798508	90798681	+	38.1	0.000	intron (NM_020252, intron 4 of 22)	intron (NM_020252, intron 4 of 22)	-62575	NR_045463	78800	Mm.410772	NR_045463	ENSMUSG00000090160	4930480K15Rik	-	RIKEN cDNA 4930480K15 gene	ncRNA
chr1-11	chr1	143536432	143536605	+	38.1	0.000	Intergenic	Intergenic	-104179	NM_020025	26878	Mm.285580	NM_020025		B3galt2	-	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	protein-coding
chr9-65	chr9	69678724	69678897	+	38.1	0.000	Intergenic	Intergenic	82130	NM_022378	64290	Mm.440890	NM_022378	ENSMUSG00000059246	Foxb1	C43|Fkh5|Foxb1a|Foxb1b|Hfh-e5.1|Mf3|Twh	forkhead box B1	protein-coding
chr9-42	chr9	122241092	122241265	+	38.1	0.000	intron (NM_133979, intron 11 of 12)	intron (NM_133979, intron 11 of 12)	32850	NR_106185	102465896		NR_106185	ENSMUSG00000098922	Mir8106	Gm27594|mmu-mir-8106	microRNA 8106	ncRNA
chr11-18	chr11	77445114	77445287	+	38.1	0.000	intron (NM_177710, intron 13 of 14)	intron (NM_177710, intron 13 of 14)	-18713	NM_139129	216961	Mm.33477	NM_139128	ENSMUSG00000020836	Coro6	-	coronin 6	protein-coding
chr11-6	chr11	48819938	48820111	+	38.1	0.000	Intergenic	Intergenic	-2633	NM_145377	211007	Mm.794	NM_145377	ENSMUSG00000040365	Trim41	AW552703|BC020156|R75223|RINCK	tripartite motif-containing 41	protein-coding
chr19-12	chr19	59910076	59910249	+	38.1	0.000	intron (NM_001033172, intron 4 of 5)	intron (NM_001033172, intron 4 of 5)	33202	NM_001033172	74998	Mm.24167	NM_001033172	ENSMUSG00000040022	Rab11fip2	4930470G04Rik|A830046J09Rik|AW558126|Nrip11	RAB11 family interacting protein 2 (class I)	protein-coding
chr18-3	chr18	39737733	39737906	+	38.1	0.000	Intergenic	Intergenic	-35678	NM_011033	18459	Mm.9493	NM_011033	ENSMUSG00000051732	Pabpc2	Pabp|Pabp+|Pabp2	poly(A) binding protein, cytoplasmic 2	protein-coding
chr1-10	chr1	64301201	64301374	+	38.1	0.000	Intergenic	Intergenic	-179898	NM_033563	93691	Mm.29466	NM_033563		Klf7	9830124P08Rik	Kruppel-like factor 7 (ubiquitous)	protein-coding
chr11-27	chr11	76154026	76154199	+	38.1	0.000	intron (NM_026664, intron 4 of 21)	intron (NM_026664, intron 4 of 21)	25518	NM_026664	68299	Mm.46397	NM_026664	ENSMUSG00000017288	Vps53	2010002A08Rik|2310040I21Rik|3100002B05Rik|Hccs1	vacuolar protein sorting 53 (yeast)	protein-coding
chr2-18	chr2	9294651	9294824	+	37.1	0.000	Intergenic	Intergenic	105222	NR_038180	73438	Mm.23558	NR_038180	ENSMUSG00000085580	1700061F12Rik	-	RIKEN cDNA 1700061F12 gene	ncRNA
chr10-6	chr10	14164519	14164692	+	37.1	0.000	Intergenic	Intergenic	198226	NM_010437	15273	Mm.42157	NM_010437	ENSMUSG00000015501	Hivep2	MIBP1|Schnurri-2|Shn-2	human immunodeficiency virus type I enhancer binding protein 2	protein-coding
chr11-47	chr11	54438987	54439160	+	37.1	0.000	intron (NM_173753, intron 1 of 17)	intron (NM_173753, intron 1 of 17)	894	NM_173753	216742	Mm.34087	NM_173753	ENSMUSG00000035992	Fnip1	A730024A03Rik|AI838773|AW557298	folliculin interacting protein 1	protein-coding
chr1-18	chr1	94048052	94048225	+	37.1	0.000	intron (NM_008798, intron 1 of 4)	intron (NM_008798, intron 1 of 4)	4415	NM_008798	18566	Mm.5024	NM_008798	ENSMUSG00000026285	Pdcd1	Ly101|PD-1|Pdc1	programmed cell death 1	protein-coding
chr11-39	chr11	29719794	29719967	+	37.1	0.000	intron (NM_024226, intron 1 of 6)	intron (NM_024226, intron 1 of 6)	1317	NM_024226	68585	Mm.192580	NM_024226	ENSMUSG00000020458	Rtn4	1110020G17Rik|AA407876|AA409940|AA960376|ASY|C130026I10Rik|NOGO|NSP-CL|NgA|Nogo-A|Nogo-B|Nogo-C|mKIAA0886|mKIAA4153	reticulon 4	protein-coding
chr2-28	chr2	9589923	9590096	+	37.1	0.000	Intergenic	Intergenic	288591	NM_008091	14462	Mm.313866	NM_008091	ENSMUSG00000015619	Gata3	Gata-3|jal	GATA binding protein 3	protein-coding
chr5-8	chr5	8681247	8681420	+	37.1	0.000	intron (NM_011076, intron 4 of 27)	Lx8|LINE|L1	21241	NM_011076	18671	Mm.207354	NM_011076	ENSMUSG00000040584	Abcb1a	Abcb4|Evi32|Mdr1a|Mdr3|P-gp|Pgp|Pgy-3|Pgy3|mdr-3	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	protein-coding
chr19-11	chr19	45221205	45221378	+	37.1	0.000	Intergenic	Intergenic	13945	NM_010691	16814	Mm.116815	NM_010691		Lbx1	Lbx1h	ladybird homeobox homolog 1 (Drosophila)	protein-coding
chr3-27	chr3	65843072	65843245	+	37.1	0.000	Intergenic	Intergenic	115067	NM_019937	56706	Mm.175612	NM_019937	ENSMUSG00000027829	Ccnl1	2610030E23Rik|AU018493|Ccnl|ania-6a	cyclin L1	protein-coding
chr9-28	chr9	50922468	50922641	+	37.1	0.000	intron (NM_178710, intron 4 of 15)	intron (NM_178710, intron 4 of 15)	65630	NM_001286553	73699	Mm.7726	NM_028614	ENSMUSG00000032058	Ppp2r1b	2410091N08Rik|AI790395	protein phosphatase 2, regulatory subunit A, beta	protein-coding
chr16-23	chr16	19960775	19960948	+	37.1	0.000	intron (NM_183390, intron 2 of 6)	intron (NM_183390, intron 2 of 6)	22188	NM_183390	239743	Mm.86699	NM_183390	ENSMUSG00000043008	Klhl6	-	kelch-like 6	protein-coding
chr10-1	chr10	21321047	21321220	+	37.1	0.000	intron (NR_045352, intron 3 of 3)	B4|SINE|B4	20922	NR_045352	73990	Mm.399240	NR_045352		4930455C13Rik	-	RIKEN cDNA 4930455C13 gene	ncRNA
chr14-22	chr14	123015928	123016101	+	37.1	0.000	Intergenic	Lx8|LINE|L1	-32753	NM_028651	70551	Mm.271988	NM_028651	ENSMUSG00000041594	Tmtc4	4930403J22Rik|5730419O14Rik	transmembrane and tetratricopeptide repeat containing 4	protein-coding
chr6-10	chr6	87069365	87069538	+	37.1	0.000	intron (NM_013528, intron 11 of 18)	intron (NM_013528, intron 11 of 18)	26605	NM_013528	14583	Mm.19893	NM_013528	ENSMUSG00000029992	Gfpt1	2810423A18Rik|AI324119|AI449986|GFA|GFAT|GFAT1|GFAT1m|Gfpt	glutamine fructose-6-phosphate transaminase 1	protein-coding
chr6-14	chr6	31495415	31495588	+	37.1	0.000	intron (NM_013791, intron 15 of 17)	intron (NM_013791, intron 15 of 17)	68436	NM_013723	27205	Mm.89918	NM_013723	ENSMUSG00000025608	Podxl	AW121214|Ly102|PC|PCLP-1|Pclp1	podocalyxin-like	protein-coding
chr16-22	chr16	35792327	35792500	+	36.2	0.000	intron (NM_175111, intron 2 of 7)	intron (NM_175111, intron 2 of 7)	22027	NM_175111	66667	Mm.45272	NM_175111	ENSMUSG00000022849	Hspbap1	3830421G21Rik	Hspb associated protein 1	protein-coding
chr15-21	chr15	62829428	62829601	+	36.2	0.000	Intergenic	MLT1H|LTR|ERVL-MaLR	-610063	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
chr11-10	chr11	118236630	118236803	+	36.2	0.000	intron (NM_001112699, intron 1 of 12)	intron (NM_001112699, intron 1 of 12)	11876	NM_001112699	19157	Mm.86413	NM_011180	ENSMUSG00000017132	Cyth1	CLM1|CTH-1|CYTIP|Pscd1|mKIAA4240	cytohesin 1	protein-coding
chr2-16	chr2	126597415	126597588	+	36.2	0.000	intron (NM_008230, intron 10 of 11)	intron (NM_008230, intron 10 of 11)	21177	NM_008230	15186	Mm.18603	NM_008230	ENSMUSG00000027360	Hdc	AW108189|Hdc-a|Hdc-c|Hdc-e|Hdc-s	histidine decarboxylase	protein-coding
chr5-15	chr5	130204057	130204230	+	36.2	0.000	intron (NM_001199059, intron 4 of 8)	PB1D9|SINE|Alu	-15601	NM_001081394	71667	Mm.258508	NM_027854	ENSMUSG00000053094	Tmem248	0610007L01Rik|A930023A16Rik|AW557951|G430067H08Rik	transmembrane protein 248	protein-coding
chr3-23	chr3	84461217	84461390	+	36.2	0.000	intron (NM_001033301, intron 4 of 11)	intron (NM_001033301, intron 4 of 11)	18188	NM_001205355	229474	Mm.331107	NM_001033301	ENSMUSG00000041842	Fhdc1	6330505N24Rik|Gm126	FH2 domain containing 1	protein-coding
chr14-19	chr14	62807113	62807286	+	36.2	0.000	intron (NR_045503, intron 2 of 6)	RMER1B|Other|Other	-30491	NM_175546	268752	Mm.1960	NM_175546	ENSMUSG00000014547	Wdfy2	5830485M08|B130024L21Rik|ProF|ZFYVE22	WD repeat and FYVE domain containing 2	protein-coding
chr6-16	chr6	143170392	143170565	+	36.2	0.000	intron (NM_029250, intron 1 of 7)	intron (NM_029250, intron 1 of 7)	3248	NM_029250	75320	Mm.272548	NM_029250	ENSMUSG00000030275	Etnk1	1110061E11Rik|4930555L11Rik|AI195356|AI841245|C80956|D6Ertd3e|EKI1	ethanolamine kinase 1	protein-coding
chr2-26	chr2	170310820	170310993	+	36.2	0.000	Intergenic	Intergenic	-45455	NR_040610	73303	Mm.443297	NR_040610	ENSMUSG00000086999	Bcas1os2	1700040N02Rik	breast carcinoma amplified sequence 1, opposite strand 2	ncRNA
chr7-10	chr7	66233310	66233483	+	36.2	0.000	Intergenic	Intergenic	123881	NM_001081163	269941	Mm.333916	NM_001081163	ENSMUSG00000032640	Chsy1	mKIAA0990	chondroitin sulfate synthase 1	protein-coding
chr6-25	chr6	17652225	17652398	+	36.2	0.000	intron (NM_007604, intron 3 of 9)	ORR1E|LTR|ERVL-MaLR	15213	NM_007604	12343	Mm.392504	NM_007604		Capza2	1110053K06Rik|AW208808|Cappa2	capping protein (actin filament) muscle Z-line, alpha 2	protein-coding
chr8-5	chr8	86920093	86920266	+	36.2	0.000	Intergenic	Intergenic	-34921	NM_030563	80750	Mm.25117	NM_030563	ENSMUSG00000031652	N4bp1	AI481586|C81621	NEDD4 binding protein 1	protein-coding
chr12-8	chr12	83987327	83987500	+	36.2	0.000	promoter-TSS (NM_134188)	promoter-TSS (NM_134188)	-448	NM_134188	171210	Mm.371675	NM_134188	ENSMUSG00000021226	Acot2	AA571646|MTE-I|Mte1	acyl-CoA thioesterase 2	protein-coding
chr6-20	chr6	117875030	117875203	+	36.2	0.000	Intergenic	Intergenic	12039	NM_001001792	22685	Mm.249661	NM_008616	ENSMUSG00000042097	Zfp239	Mok-2|Mok2|Znf239	zinc finger protein 239	protein-coding
chr14-12	chr14	66147583	66147756	+	36.2	0.000	intron (NM_144803, intron 5 of 6)	intron (NM_144803, intron 5 of 6)	6709	NM_144803	110902	Mm.57350	NM_144803	ENSMUSG00000022041	Chrna2	Acra-2|Acra2|BC011490	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)	protein-coding
chr7-21	chr7	96814627	96814800	+	36.2	0.000	intron (NM_011858, intron 17 of 32)	intron (NM_011858, intron 17 of 32)	-13164	NR_045874	791381	Mm.402112	NR_045874	ENSMUSG00000053049	Gm15413	ENSMUSG00000053049|OTTMUSG00000021246	predicted gene 15413	ncRNA
chr4-3	chr4	59262435	59262608	+	36.2	0.000	intron (NR_105031, intron 2 of 3)	intron (NR_105031, intron 2 of 3)	2470	NR_105031	101055769	Mm.421401	NR_105031		Gm12596	OTTMUSG00000007649	predicted gene 12596	ncRNA
chr2-22	chr2	163575684	163575857	+	36.2	0.000	Intergenic	Intergenic	-26544	NM_181734	76080	Mm.89828	NM_029512	ENSMUSG00000017679	Ttpal	3110080A02Rik|5830472M02Rik	tocopherol (alpha) transfer protein-like	protein-coding
chr3-13	chr3	96302818	96302991	+	36.2	0.000	Intergenic	Intergenic	-8935	NM_010186	14129	Mm.150	NM_010186	ENSMUSG00000015947	Fcgr1	AI323638|AV092959|CD64|FcgammaRI|IGGHAFC	Fc receptor, IgG, high affinity I	protein-coding
chr3-15	chr3	95511823	95511996	+	35.2	0.000	Intergenic	Intergenic	12699	NM_007802	13038	Mm.272085	NM_007802	ENSMUSG00000028111	Ctsk	AI323530|MMS10-Q|Ms10q|catK	cathepsin K	protein-coding
chr10-12	chr10	39376857	39377030	+	35.2	0.000	intron (NM_008054, intron 1 of 13)	intron (NM_008054, intron 1 of 13)	7144	NM_001122892	14360	Mm.4848	NM_008054	ENSMUSG00000019843	Fyn	AI448320|AW552119	Fyn proto-oncogene	protein-coding
chr9-40	chr9	32741888	32742061	+	35.2	0.000	intron (NM_011808, intron 6 of 7)	intron (NM_011808, intron 6 of 7)	45932	NM_001038642	23871	Mm.292415	NM_011808	ENSMUSG00000032035	Ets1	AI196000|AI448617|D230050P06|Ets-1|Tpl1	E26 avian leukemia oncogene 1, 5' domain	protein-coding
chr15-10	chr15	62438820	62438993	+	35.2	0.000	Intergenic	Intergenic	-219455	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
chr11-9	chr11	34031622	34031795	+	35.2	0.000	Intergenic	Intergenic	-15493	NM_010696	16822	Mm.265350	NM_010696	ENSMUSG00000002699	Lcp2	AI323664|BB161688|SLP-76|SLP76|twm	lymphocyte cytosolic protein 2	protein-coding
chr4-6	chr4	53881506	53881679	+	35.2	0.000	Intergenic	B4A|SINE|B4	55547	NM_028053	52076	Mm.27184	NM_028053	ENSMUSG00000028420	Tmem38b	1600017F22Rik|AA437809|AV051057|D4Ertd89e|TRIC-B|mg33b	transmembrane protein 38B	protein-coding
chr1-13	chr1	165484810	165484983	+	35.2	0.000	promoter-TSS (NM_173029)	promoter-TSS (NM_173029)	-287	NM_173029	271639	Mm.66952	NM_173029	ENSMUSG00000026567	Adcy10	4930431D04Rik|4931412F17|Sacy|sAC	adenylate cyclase 10	protein-coding
